0.0273709,0.3301218,2113727,1,1
0.0387902,0.308396,960711.6,0,0
0.0359272,0.3124512,1136286,0,1
0.0064935,0.3452381,733421.9,0,1
0.0241494,0.3832546,1193469,0,1
0.040233,0.3648257,1212572,0,0
0.0080087,0.3096825,1331275,0,0
0.0064935,0.2758504,636122.8,0,1
0.0324675,0.3380952,825482.6,0,1
0.0465551,0.3695319,1443129,0,1
0.0240726,0.3557353,2293759,0,1
0.0392857,0.3338095,1895589,0,1
0.0551193,0.360742,2127548,1,1
0.0072387,0.3190086,763712.5,0,1
0.0095238,0.3052381,722450.8,0,0
0.037962,0.3264347,2113925,0,1
0.012213,0.3684169,2188137,0,0
0.0064935,0.2822751,537863.1,0,1
0.04873,0.3611673,1192831,0,1
0.0472752,0.3396306,1041048,0,1
0.0524368,0.3979263,1246088,0,1
0.0535618,0.4144689,3241294,0,1
0.0469765,0.3600819,1298913,0,1
0.0484924,0.3896826,1303565,1,1
0.019358,0.3046721,1031909,0,1
0.0175707,0.3738095,2127548,0,1
0.0536633,0.3292004,1128143,0,1
0.0424544,0.3471368,1633465,0,1
0.0450726,0.3679272,985413,0,1
0.0187313,0.2913919,464025.3,1,1
0.0117383,0.3688645,2796043,0,1
0.0353303,0.3355607,2127548,0,1
0.0553013,0.3665496,1352542,0,0
0.0393522,0.3886116,1887102,0,1
0.0392535,0.3632561,1386244,0,0
0.0453435,0.3657509,958482.3,0,1
0.0473098,0.3360544,692043.3,0,1
0.0405092,0.392258,1578585,0,1
0.0071719,0.3482232,529119.3,0,1
0.0356048,0.3272606,1013417,0,1
0.0577756,0.393956,1667587,0,1
0.0480605,0.4051065,1877078,0,1
0.0408528,0.3294901,960381.5,0,0
0.0467033,0.3567766,1317554,0,1
0.042576,0.3792587,3241294,0,1
0.0347954,0.2867475,749345.8,0,1
0.0414837,0.336605,1519372,0,1
0.0473699,0.3711374,1497267,0,1
0.0208774,0.2848837,936171.6,0,1
0.0294337,0.2672131,503262.3,0,1
0.0177096,0.3214286,936259.5,0,1
0.0400616,0.3242938,639163.4,0,1
0.0175791,0.3104972,1015908,0,1
0.0506198,0.1318182,969127.9,0,1
0.0057194,0.3231788,969127.9,0,1
0.0459433,0.3526882,551893.7,0,1
0.0470683,0.3692307,1435573,0,0
0.0419989,0.3444445,577350.1,0,1
0.0385791,0.3226891,436440.4,0,0
0.0052448,0.3236264,1238371,0,1
0.0340157,0.3470199,699157.1,0,1
0.0512821,0.348718,738575.8,0,1
0.041567,0.3598684,831359.6,0,1
0.0349902,0.2913669,672931.3,0,1
0.0672884,0.3444312,857747.5,1,1
0.0613912,0.3457533,2167303,1,1
0.0730896,0.3817029,1209458,1,1
0.0634803,0.3787643,1012941,1,1
0.0728105,0.3240274,985062.6,1,1
0.0544998,0.2890747,364131.1,0,0
0.0699475,0.3280827,1165088,1,1
0.078722,0.2913043,721257.1,1,1
0.0835441,0.4115362,1984097,1,1
0.0838039,0.3596791,981893.5,1,1
0.0796747,0.2793311,3323451,1,1
0.0732037,0.3601846,2167506,1,1
0.0752246,0.2826878,1547449,1,0
0.0431112,0.3351553,468936.2,0,0
0.0668568,0.3858696,1547449,1,1
0.0581697,0.3988861,1223720,0,1
0.0742533,0.3804572,1243306,1,1
0.0632411,0.3317029,732967.9,0,1
0.0704181,0.2398169,597468.9,1,0
0.042029,0.325314,1365019,0,1
0.0820723,0.1751553,2351899,1,0
0.0664879,0.3537267,846405.9,0,1
0.0582234,0.3822981,2167506,1,1
0.0805755,0.3851634,1479708,1,1
0.0580929,0.3713668,2351899,0,1
0.073306,0.349441,1943636,1,1
0.0690686,0.3044593,802831.9,1,0
0.0435191,0.407977,4044754,0,1
0.0456791,0.340415,886120.9,0,1
0.0891396,0.3763734,2181475,1,1
0.0431876,0.2991049,596189.6,0,0
0.0971673,0.2782609,634102.1,1,1
0.0434152,0.2885291,511345.5,0,0
0.0515109,0.3318373,816979.9,0,1
0.0911337,0.1926877,2243599,1,0
0.077947,0.1814578,583136.3,1,0
0.0430391,0.3201288,590406.4,0,1
0.0719824,0.3420661,2167506,1,1
0.0462333,0.3840484,2243599,0,1
0.0827504,0.3767988,1223066,1,1
0.0829381,0.1764251,4044754,1,0
0.0812955,0.3552621,1067436,1,1
0.0647907,0.3199605,4044754,0,1
0.0864571,0.4135577,1277673,1,1
0.0875821,0.4301003,3323451,1,1
0.0731225,0.2086957,487182.3,1,0
0.0742182,0.3921621,4044754,1,1
0.0682588,0.3180124,766865.2,1,0
0.0790813,0.2002635,339845.8,1,0
0.0809968,0.3757133,1331836,1,1
0.0825128,0.405314,1336606,1,1
0.0928854,0.2086957,2866914,1,0
